Exercise_Name;Description_URL;Exercise_Image;Exercise_Image1;muscle_gp_details;muscle_gp;equipment_details;Equipment;Rating;Description;Difficulty;Category;Exercise_Type;Goal_Tag
Gironda Sternum Chins;https://www.bodybuilding.com/exercises/gironda-sternum-chins;https://www.bodybuilding.com/exercises/exerciseImages/sequences/292/Male/m/292_1.jpg;https://www.bodybuilding.com/exercises/exerciseImages/sequences/292/Male/m/292_2.jpg;https://www.bodybuilding.com/exercises/muscle/lats;Lats;https://www.bodybuilding.com/exercises/equipment/other;Other;8,5;The Gironda Sternum Chins targets your lats and is categorized under strength training. It typically uses other equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Compound;General Fitness
Exercise ball crunch;https://www.bodybuilding.com/exercises/exercise-ball-crunch;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-23s-exercise-ball-crunch-m1-square-600x600.jpg;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-23s-exercise-ball-crunch-m2-square-600x600.jpg;https://www.bodybuilding.com/exercises/muscle/abdominals;Abdominals;https://www.bodybuilding.com/exercises/equipment/exercise-ball;Exercise Ball;8,4;The Exercise ball crunch targets your abdominals and is categorized under endurance training. It typically uses exercise ball equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Endurance;Cardio;Stamina
Seated rear delt fly;https://www.bodybuilding.com/exercises/seated-bent-over-rear-delt-raise;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-47e-seated-rear-delt-fly-m1-square-600x600.jpg;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-47e-seated-rear-delt-fly-m2-square-600x600.jpg;https://www.bodybuilding.com/exercises/muscle/shoulders;Shoulders;https://www.bodybuilding.com/exercises/equipment/dumbbell;Dumbbell;8,4;The Seated rear delt fly targets your shoulders and is categorized under strength training. It typically uses dumbbell equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Compound;Muscle Gain
Standing face pull;https://www.bodybuilding.com/exercises/face-pull;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-40c-standing-face-pull-m1-square-600x600.jpg;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-40c-standing-face-pull-m2-square-600x600.jpg;https://www.bodybuilding.com/exercises/muscle/shoulders;Shoulders;https://www.bodybuilding.com/exercises/equipment/cable;Cable;8,4;The Standing face pull targets your shoulders and is categorized under strength training. It typically uses cable equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Compound;Muscle Gain
Glute Ham Raise;https://www.bodybuilding.com/exercises/glute-ham-raise;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-25m-glute-ham-raise-m1-square-600x600.jpg;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-25m-glute-ham-raise-m2-square-600x600.jpg;https://www.bodybuilding.com/exercises/muscle/hamstrings;Hamstrings;https://www.bodybuilding.com/exercises/equipment/machine;Machine;8,4;The Glute Ham Raise targets your hamstrings and is categorized under strength training. It typically uses machine equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Isolation;Muscle Gain
Russian twist;https://www.bodybuilding.com/exercises/russian-twist;https://www.bodybuilding.com/images/2020/xdb/cropped/2019-xdb-262a-russian-twist-m1-600x600.jpg;https://www.bodybuilding.com/images/2020/xdb/cropped/2019-xdb-262a-russian-twist-m2-600x600.jpg;https://www.bodybuilding.com/exercises/muscle/abdominals;Abdominals;https://www.bodybuilding.com/exercises/equipment/body-only;Body Only;8,4;The Russian twist targets your abdominals and is categorized under stamina training. It requires no equipment and can be performed using body weight. Ensure proper form and control for maximum effectiveness.;Intermediate;Stamina;Compound;Stamina
Seated Flat Bench Leg Pull-In;https://www.bodybuilding.com/exercises/seated-flat-bench-leg-pull-in;;;https://www.bodybuilding.com/exercises/muscle/abdominals;Abdominals;https://www.bodybuilding.com/exercises/finder;Weight Bench;8,4;The Seated Flat Bench Leg Pull-In targets your abdominals and is categorized under stamina training. It typically uses weight bench equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Stamina;Compound;Stamina
Barbell shrug;https://www.bodybuilding.com/exercises/barbell-shrug;;;https://www.bodybuilding.com/exercises/muscle/traps;Traps;https://www.bodybuilding.com/exercises/equipment/barbell;Barbell;8,4;The Barbell shrug targets your traps and is categorized under strength training. It typically uses barbell equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Compound;General Fitness
Seated Flat Bench Leg Pull-In;https://www.bodybuilding.com/exercises/seated-flat-bench-leg-pull-in;https://www.bodybuilding.com/exercises/exerciseImages/sequences/93/Male/m/93_1.jpg;https://www.bodybuilding.com/exercises/exerciseImages/sequences/93/Male/m/93_2.jpg;https://www.bodybuilding.com/exercises/muscle/abdominals;Abdominals;https://www.bodybuilding.com/exercises/finder;Weight Bench;8,4;The Seated Flat Bench Leg Pull-In targets your abdominals and is categorized under stamina training. It typically uses weight bench equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Stamina;Compound;Stamina
Barbell shrug;https://www.bodybuilding.com/exercises/barbell-shrug;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-04b-barbell-shrug-m1-square-600x600.jpg;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-04b-barbell-shrug-m2-square-600x600.jpg;https://www.bodybuilding.com/exercises/muscle/traps;Traps;https://www.bodybuilding.com/exercises/equipment/barbell;Barbell;8,4;The Barbell shrug targets your traps and is categorized under strength training. It typically uses barbell equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Compound;General Fitness
Standing cable rear delt row;https://www.bodybuilding.com/exercises/cable-rope-rear-delt-rows;;;https://www.bodybuilding.com/exercises/muscle/shoulders;Shoulders;https://www.bodybuilding.com/exercises/equipment/cable;Cable;8,4;The Standing cable rear delt row targets your shoulders and is categorized under strength training. It typically uses cable equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Compound;Muscle Gain
Flat Bench Lying Leg Raise;https://www.bodybuilding.com/exercises/flat-bench-lying-leg-raise;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-63a-lying-leg-lift-m1-square-600x600.jpg;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-63a-lying-leg-lift-m2-square-600x600.jpg;https://www.bodybuilding.com/exercises/muscle/abdominals;Abdominals;https://www.bodybuilding.com/exercises/equipment/body-only;Body Only;8,4;The Flat Bench Lying Leg Raise targets your abdominals and is categorized under stamina training. It requires no equipment and can be performed using body weight. Ensure proper form and control for maximum effectiveness.;Intermediate;Stamina;Isolation;Stamina
Hack Squat;https://www.bodybuilding.com/exercises/hack-squat;;;https://www.bodybuilding.com/exercises/muscle/quadriceps;Quadriceps;https://www.bodybuilding.com/exercises/equipment/barbell;Barbell;8,4;The Hack Squat targets your quadriceps and is categorized under strength training. It typically uses barbell equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Compound;General Fitness
Dumbbell skullcrusher;https://www.bodybuilding.com/exercises/lying-dumbbell-tricep-extension;;;https://www.bodybuilding.com/exercises/muscle/triceps;Triceps;https://www.bodybuilding.com/exercises/equipment/dumbbell;Dumbbell;8,4;The Dumbbell skullcrusher targets your triceps and is categorized under strength training. It typically uses dumbbell equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Compound;Muscle Gain
Man-maker;https://www.bodybuilding.com/exercises/man-maker;;;https://www.bodybuilding.com/exercises/muscle/middle-back;Middle Back;https://www.bodybuilding.com/exercises/equipment/dumbbell;Dumbbell;8,4;The Man-maker targets your middle back and is categorized under strength training. It typically uses dumbbell equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Compound;General Fitness
Pallof press;https://www.bodybuilding.com/exercises/pallof-press;;;https://www.bodybuilding.com/exercises/muscle/abdominals;Abdominals;https://www.bodybuilding.com/exercises/equipment/other;Other;8,4;The Pallof press targets your abdominals and is categorized under stamina training. It typically uses other equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Stamina;Compound;Stamina
Knees tucked crunch;https://www.bodybuilding.com/exercises/tuck-crunch;;;https://www.bodybuilding.com/exercises/muscle/abdominals;Abdominals;https://www.bodybuilding.com/exercises/equipment/body-only;Body Only;8,4;The Knees tucked crunch targets your abdominals and is categorized under endurance training. It requires no equipment and can be performed using body weight. Ensure proper form and control for maximum effectiveness.;Intermediate;Endurance;Cardio;Stamina
Straight-arm dumbbell pull-over;https://www.bodybuilding.com/exercises/straight-arm-dumbbell-pullover;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-26e-straight-arm-dumbbell-pull-over-m1-square-600x600.jpg;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-26e-straight-arm-dumbbell-pull-over-m2-square-600x600.jpg;https://www.bodybuilding.com/exercises/muscle/chest;Chest;https://www.bodybuilding.com/exercises/equipment/dumbbell;Dumbbell;8,4;The Straight-arm dumbbell pull-over targets your chest and is categorized under strength training. It typically uses dumbbell equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Compound;Muscle Gain
Arms-crossed jump squat;https://www.bodybuilding.com/exercises/freehand-jump-squat;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-43a-arms-crossed-jump-squat-m2-square-600x600.jpg;;https://www.bodybuilding.com/exercises/muscle/quadriceps;Quadriceps;https://www.bodybuilding.com/exercises/equipment/body-only;Body Only;8,4;The Arms-crossed jump squat targets your quadriceps and is categorized under endurance training. It requires no equipment and can be performed using body weight. Ensure proper form and control for maximum effectiveness.;Intermediate;Endurance;Cardio;General Fitness
Decline Smith Press;https://www.bodybuilding.com/exercises/decline-smith-press;;;https://www.bodybuilding.com/exercises/muscle/chest;Chest;https://www.bodybuilding.com/exercises/equipment/machine;Machine;8,4;The Decline Smith Press targets your chest and is categorized under strength training. It typically uses machine equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Compound;Muscle Gain
Band Skull Crusher;https://www.bodybuilding.com/exercises/band-skull-crusher;https://www.bodybuilding.com/exercises/exerciseImages/sequences/1211/Male/m/1211_1.jpg;https://www.bodybuilding.com/exercises/exerciseImages/sequences/1211/Male/m/1211_2.jpg;https://www.bodybuilding.com/exercises/muscle/triceps;Triceps;https://www.bodybuilding.com/exercises/finder;nan;8,4;The Band Skull Crusher targets your triceps and is categorized under strength training. It typically uses nan equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Compound;Muscle Gain
Side Wrist Pull;https://www.bodybuilding.com/exercises/side-wrist-pull;https://www.bodybuilding.com/exercises/exerciseImages/sequences/442/Male/m/442_1.jpg;https://www.bodybuilding.com/exercises/exerciseImages/sequences/442/Male/m/442_2.jpg;https://www.bodybuilding.com/exercises/muscle/shoulders;Shoulders;https://www.bodybuilding.com/exercises/equipment/none;None;8,4;The Side Wrist Pull targets your shoulders and is categorized under strength training. It typically uses none equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Compound;Muscle Gain
Isometric Wipers;https://www.bodybuilding.com/exercises/isometric-wipers;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-122a-typewriter-push-up-m2-square-600x600.jpg;;https://www.bodybuilding.com/exercises/muscle/chest;Chest;https://www.bodybuilding.com/exercises/equipment/body-only;Body Only;8,4;The Isometric Wipers targets your chest and is categorized under strength training. It requires no equipment and can be performed using body weight. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Compound;Muscle Gain
Skating;https://www.bodybuilding.com/exercises/skating;;;https://www.bodybuilding.com/exercises/muscle/quadriceps;Quadriceps;https://www.bodybuilding.com/exercises/equipment/other;Other;8,4;The Skating targets your quadriceps and is categorized under strength training. It typically uses other equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Compound;General Fitness
Cable cross-over;https://www.bodybuilding.com/exercises/cable-iron-cross;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-1c-cable-cross-over-m1-square-600x600.jpg;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-1c-cable-cross-over-m2-square-600x600.jpg;https://www.bodybuilding.com/exercises/muscle/chest;Chest;https://www.bodybuilding.com/exercises/equipment/cable;Cable;8,4;The Cable cross-over targets your chest and is categorized under strength training. It typically uses cable equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Compound;Muscle Gain
Treadmill running;https://www.bodybuilding.com/exercises/running-treadmill;;;https://www.bodybuilding.com/exercises/muscle/quadriceps;Quadriceps;https://www.bodybuilding.com/exercises/equipment/machine;Machine;8,4;The Treadmill running targets your quadriceps and is categorized under endurance training. It typically uses machine equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Endurance;Cardio;General Fitness
